Subject Name,Characteristics,Lab Subject,Type of Subject,Duration,Requirements,Learning Background,Learning Style,Learning Ability,Teacher Experience,Teaching Pattern,Lab Facility
Computer-Aided Design (CAD),Experimental,Yes,Core,20,Theoretical,PhD,Impulsive,Medium,Experienced,Formal Authority,Not Available
Thermodynamics,Analytical,No,Core,30,Lab,PG,Intuitive,High,Intermediate,Executive,Available
Control Systems,Analytical,Yes,Elective,50,Theoretical,UG,Impulsive,High,Experienced,Direct Teaching,Not Available
Mechanics of Materials,Design-oriented,Yes,Elective,20,Lab,UG,Impulsive,Low,Intermediate,Legislative,Available
Computer-Aided Design (CAD),Design-oriented,No,Elective,30,Lab,PhD,Tactile,Medium,Experienced,Didactic,Not Available
Fluid Mechanics,Design-oriented,Yes,Elective,40,Theoretical,PhD,Impulsive,High,New,Global,Available
Mechanics of Materials,Analytical,Yes,Core,40,Lab,PhD,Field-Independent,High,New,Group Approach,Available
Computer-Aided Design (CAD),Analytical,No,Elective,50,Theoretical,PhD,Auditory,Medium,Intermediate,Personal Model,Available
Manufacturing Processes,Design-oriented,Yes,Core,30,Theoretical,PhD,Impulsive,Medium,New,Formal Authority,Not Available
Fluid Mechanics,Design-oriented,No,Core,10,Lab,UG,Active,Low,Experienced,Facilitator,Not Available
Engineering Mechanics,Experimental,No,Elective,50,Theoretical,PG,Global,Medium,Experienced,Teacher-Centered,Not Available
Heat Transfer,Experimental,No,Core,30,Theoretical,PG,Tactile,High,Experienced,Peer Teaching,Not Available
Machine Design,Design-oriented,Yes,Elective,20,Lab,PhD,Impulsive,Low,Experienced,Judicial,Available
Mechatronics,Design-oriented,No,Elective,30,Lab,UG,Sequential,Low,Intermediate,Group Approach,Not Available
Mechatronics,Design-oriented,Yes,Elective,20,Theoretical,PhD,Field-Dependent,High,Experienced,Expert,Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,20,Theoretical,PG,Field-Independent,Medium,New,Direct Teaching,Not Available
Heat Transfer,Analytical,Yes,Elective,20,Lab,PG,Visual,Medium,Intermediate,Liberal,Not Available
Manufacturing Processes,Analytical,Yes,Core,20,Theoretical,PG,Concrete,Low,Experienced,Liberal,Available
Heat Transfer,Analytical,No,Core,20,Theoretical,PG,Abstract,High,Intermediate,Judicial,Available
Thermodynamics,Analytical,Yes,Elective,30,Theoretical,PhD,Intuitive,Low,Intermediate,Group Approach,Available
Computer-Aided Design (CAD),Experimental,Yes,Elective,40,Lab,PhD,Reflective,High,Experienced,Direct Teaching,Available
Manufacturing Processes,Experimental,No,Elective,30,Lab,PhD,Sequential,High,New,Socratic,Not Available
Engineering Mechanics,Experimental,Yes,Core,50,Theoretical,PG,Sequential,Medium,New,Conservative,Not Available
Fluid Mechanics,Experimental,No,Elective,30,Theoretical,PG,Field-Dependent,Medium,Experienced,Peer Teaching,Not Available
Thermodynamics,Analytical,Yes,Core,50,Lab,PhD,Sequential,Low,Intermediate,Group Approach,Not Available
Engineering Mechanics,Design-oriented,No,Core,10,Lab,UG,Sequential,Low,Experienced,Direct Teaching,Available
Fluid Mechanics,Design-oriented,No,Core,10,Lab,UG,Sequential,Low,Intermediate,Formal Authority,Not Available
Control Systems,Design-oriented,Yes,Elective,40,Theoretical,PG,Impulsive,Low,Experienced,Facilitator,Not Available
Heat Transfer,Analytical,No,Elective,30,Lab,PG,Kinesthetic,Low,New,Group Approach,Not Available
Engineering Mechanics,Design-oriented,No,Core,40,Theoretical,PhD,Abstract,High,Experienced,Expert,Available
Manufacturing Processes,Analytical,Yes,Core,30,Theoretical,PhD,Active,Medium,Intermediate,Socratic,Not Available
Control Systems,Experimental,No,Core,10,Theoretical,PhD,Impulsive,High,Intermediate,Personal Model,Available
Heat Transfer,Experimental,No,Core,50,Lab,UG,Reflective,Low,New,Socratic,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Core,40,Theoretical,UG,Abstract,Medium,Intermediate,Delegator,Available
Mechatronics,Experimental,Yes,Elective,50,Lab,UG,Field-Dependent,Low,New,Global,Not Available
Thermodynamics,Experimental,Yes,Elective,50,Lab,PG,Kinesthetic,Medium,Experienced,Conservative,Available
Mechanics of Materials,Experimental,No,Core,10,Lab,UG,Global,High,Intermediate,Delegator,Available
Computer-Aided Design (CAD),Analytical,Yes,Core,40,Lab,UG,Abstract,High,Intermediate,Peer Teaching,Not Available
Mechatronics,Design-oriented,Yes,Core,10,Theoretical,PG,Active,High,Experienced,Direct Teaching,Not Available
Manufacturing Processes,Analytical,No,Core,20,Theoretical,PhD,Field-Independent,High,New,Didactic,Available
Fluid Mechanics,Design-oriented,Yes,Core,50,Lab,PG,Reflective,High,New,Socratic,Available
Machine Design,Experimental,No,Elective,40,Theoretical,PhD,Reflective,Medium,Experienced,Executive,Available
Control Systems,Analytical,No,Elective,10,Lab,UG,Visual,Medium,Experienced,Judicial,Available
Mechanics of Materials,Experimental,No,Core,50,Theoretical,UG,Field-Dependent,Low,Experienced,Indirect Teaching,Not Available
Engineering Mechanics,Design-oriented,Yes,Core,10,Theoretical,UG,Concrete,High,New,Socratic,Available
Machine Design,Design-oriented,Yes,Elective,40,Theoretical,PhD,Kinesthetic,Low,New,Facilitator,Not Available
Fluid Mechanics,Experimental,No,Elective,20,Theoretical,PG,Concrete,Low,New,Expert,Available
Manufacturing Processes,Experimental,No,Core,10,Theoretical,UG,Field-Independent,Medium,Experienced,Delegator,Not Available
Control Systems,Analytical,Yes,Elective,10,Lab,PG,Reflective,High,Intermediate,Peer Teaching,Available
Mechanics of Materials,Experimental,Yes,Core,30,Theoretical,UG,Active,Medium,New,Problem Solving,Available
Mechatronics,Analytical,No,Core,50,Theoretical,UG,Impulsive,High,Intermediate,Expert,Available
Fluid Mechanics,Design-oriented,Yes,Core,20,Theoretical,PG,Impulsive,High,New,Facilitator,Not Available
Machine Design,Analytical,Yes,Elective,40,Theoretical,PG,Impulsive,Medium,Experienced,Facilitator,Available
Control Systems,Analytical,Yes,Core,20,Lab,UG,Visual,Medium,Intermediate,Discipline-Centered,Not Available
Machine Design,Analytical,Yes,Core,40,Theoretical,PhD,Tactile,Low,Experienced,Facilitator,Not Available
Engineering Mechanics,Analytical,No,Core,20,Theoretical,PG,Impulsive,Medium,New,Global,Available
Thermodynamics,Design-oriented,No,Core,50,Lab,UG,Active,Low,Intermediate,Discipline-Centered,Not Available
Machine Design,Experimental,No,Core,30,Theoretical,PG,Global,Medium,Intermediate,Socratic,Not Available
Engineering Mechanics,Design-oriented,No,Elective,10,Lab,PhD,Field-Independent,Medium,Experienced,Delegator,Not Available
Heat Transfer,Analytical,No,Core,30,Lab,UG,Auditory,Low,New,Facilitator,Not Available
Mechanics of Materials,Design-oriented,No,Core,40,Theoretical,UG,Sequential,High,Experienced,Student-Centered,Not Available
Manufacturing Processes,Experimental,Yes,Core,20,Theoretical,PG,Reflective,High,Experienced,Peer Teaching,Not Available
Fluid Mechanics,Design-oriented,Yes,Core,20,Theoretical,PG,Field-Dependent,High,New,Global,Not Available
Control Systems,Analytical,No,Elective,40,Lab,UG,Visual,High,Experienced,Socratic,Not Available
Manufacturing Processes,Analytical,Yes,Elective,30,Lab,PhD,Field-Independent,Low,Experienced,Discipline-Centered,Available
Thermodynamics,Experimental,No,Elective,20,Theoretical,PhD,Concrete,High,Intermediate,Delegator,Not Available
Machine Design,Design-oriented,Yes,Core,30,Lab,UG,Concrete,Low,New,Personal Model,Available
Heat Transfer,Experimental,No,Core,10,Theoretical,UG,Global,High,Experienced,Judicial,Available
Mechanics of Materials,Analytical,Yes,Elective,20,Lab,PhD,Kinesthetic,Low,New,Group Approach,Available
Mechatronics,Analytical,Yes,Elective,50,Theoretical,UG,Abstract,High,Experienced,Executive,Not Available
Fluid Mechanics,Analytical,No,Elective,30,Lab,PG,Field-Independent,High,Intermediate,Didactic,Not Available
Control Systems,Experimental,Yes,Core,30,Theoretical,UG,Auditory,Medium,New,Student-Centered,Available
Control Systems,Experimental,Yes,Elective,10,Lab,UG,Abstract,Low,Experienced,Personal Model,Available
Mechatronics,Design-oriented,No,Core,20,Lab,PG,Abstract,High,Intermediate,Problem Solving,Not Available
Mechanics of Materials,Experimental,Yes,Elective,50,Theoretical,PG,Impulsive,Medium,Experienced,Group Approach,Not Available
Mechatronics,Design-oriented,No,Elective,20,Theoretical,PhD,Field-Dependent,Low,Experienced,Executive,Available
Machine Design,Design-oriented,No,Elective,20,Lab,UG,Impulsive,Low,Experienced,Peer Teaching,Not Available
Control Systems,Design-oriented,No,Core,50,Lab,PG,Visual,High,New,Teacher-Centered,Not Available
Thermodynamics,Experimental,No,Core,20,Lab,PhD,Intuitive,Low,Experienced,Facilitator,Available
Computer-Aided Design (CAD),Analytical,No,Core,10,Lab,PG,Reflective,Low,Experienced,Local,Not Available
Control Systems,Analytical,Yes,Elective,20,Lab,PhD,Active,Low,Intermediate,Facilitative,Not Available
Machine Design,Design-oriented,Yes,Elective,40,Theoretical,UG,Reflective,Low,Intermediate,Formal Authority,Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,30,Theoretical,PhD,Kinesthetic,Medium,Intermediate,Legislative,Not Available
Machine Design,Analytical,Yes,Elective,50,Lab,PG,Reflective,Low,New,Global,Available
Machine Design,Analytical,No,Elective,30,Lab,PG,Field-Dependent,Low,Experienced,Personal Model,Not Available
Fluid Mechanics,Experimental,No,Elective,10,Theoretical,PG,Abstract,Medium,New,Liberal,Not Available
Mechanics of Materials,Design-oriented,No,Elective,30,Lab,PG,Tactile,Low,Intermediate,Legislative,Not Available
Engineering Mechanics,Analytical,Yes,Elective,50,Lab,PG,Field-Dependent,Low,New,Teacher-Centered,Not Available
Thermodynamics,Design-oriented,No,Core,30,Theoretical,UG,Concrete,Low,New,Group Approach,Not Available
Engineering Mechanics,Design-oriented,No,Core,40,Theoretical,UG,Active,Low,Intermediate,Student-Centered,Not Available
Mechanics of Materials,Experimental,No,Elective,50,Lab,UG,Intuitive,Medium,Intermediate,Delegator,Not Available
Fluid Mechanics,Analytical,No,Core,40,Lab,PhD,Reflective,High,New,Teacher-Centered,Not Available
Mechanics of Materials,Analytical,Yes,Elective,40,Theoretical,PG,Visual,Medium,Intermediate,Group Approach,Available
Thermodynamics,Analytical,Yes,Elective,10,Theoretical,PG,Reflective,High,Experienced,Discipline-Centered,Available
Machine Design,Experimental,No,Core,20,Theoretical,PG,Global,Medium,New,Student-Centered,Available
Machine Design,Experimental,No,Core,40,Theoretical,PhD,Tactile,Medium,New,Indirect Teaching,Available
Machine Design,Experimental,No,Elective,10,Lab,UG,Abstract,Low,New,Legislative,Not Available
Heat Transfer,Design-oriented,Yes,Elective,20,Lab,PG,Impulsive,High,Intermediate,Direct Teaching,Not Available
Heat Transfer,Design-oriented,Yes,Elective,40,Lab,PhD,Sequential,Low,Intermediate,Expert,Available
Mechanics of Materials,Experimental,Yes,Core,30,Lab,PhD,Field-Dependent,Medium,Intermediate,Conservative,Available
Engineering Mechanics,Analytical,Yes,Core,40,Lab,PhD,Impulsive,High,New,Direct Teaching,Not Available
Fluid Mechanics,Experimental,No,Elective,10,Theoretical,PG,Reflective,Medium,New,Local,Not Available
Mechanics of Materials,Analytical,Yes,Elective,30,Theoretical,UG,Reflective,Medium,New,Indirect Teaching,Not Available
Thermodynamics,Analytical,Yes,Elective,50,Theoretical,UG,Abstract,Medium,Experienced,Indirect Teaching,Not Available
Engineering Mechanics,Experimental,No,Elective,10,Lab,UG,Visual,Medium,New,Judicial,Not Available
Thermodynamics,Experimental,No,Core,40,Theoretical,UG,Field-Dependent,Medium,Experienced,Delegator,Not Available
Control Systems,Analytical,No,Elective,50,Lab,PG,Sequential,High,Intermediate,Student-Centered,Not Available
Control Systems,Analytical,No,Core,20,Theoretical,PG,Intuitive,High,Experienced,Facilitative,Not Available
Heat Transfer,Analytical,Yes,Elective,40,Theoretical,PhD,Abstract,Medium,Intermediate,Teacher-Centered,Available
Mechatronics,Design-oriented,Yes,Elective,30,Theoretical,UG,Field-Independent,High,Intermediate,Executive,Available
Fluid Mechanics,Design-oriented,Yes,Core,50,Lab,UG,Abstract,Medium,Intermediate,Expert,Not Available
Manufacturing Processes,Analytical,No,Core,10,Theoretical,UG,Abstract,Low,New,Executive,Available
Control Systems,Design-oriented,No,Elective,30,Lab,UG,Concrete,Medium,Experienced,Indirect Teaching,Not Available
Mechatronics,Analytical,No,Elective,30,Theoretical,UG,Visual,High,New,Facilitator,Available
Fluid Mechanics,Experimental,Yes,Core,10,Lab,PG,Abstract,Medium,Experienced,Delegator,Not Available
Engineering Mechanics,Experimental,Yes,Core,10,Lab,PhD,Tactile,High,New,Expert,Available
Mechatronics,Design-oriented,Yes,Core,30,Lab,PG,Concrete,High,New,Global,Not Available
Mechatronics,Design-oriented,Yes,Core,20,Lab,PhD,Abstract,Medium,New,Socratic,Not Available
Manufacturing Processes,Analytical,No,Core,50,Lab,PG,Active,Medium,Intermediate,Delegator,Not Available
Engineering Mechanics,Experimental,Yes,Core,30,Theoretical,UG,Auditory,Low,Intermediate,Executive,Not Available
Control Systems,Design-oriented,Yes,Elective,50,Theoretical,PG,Active,High,Intermediate,Delegator,Available
Fluid Mechanics,Experimental,No,Core,20,Theoretical,PhD,Impulsive,Medium,New,Personal Model,Not Available
Heat Transfer,Analytical,Yes,Elective,20,Lab,PhD,Sequential,Low,New,Local,Not Available
Mechatronics,Design-oriented,No,Elective,50,Lab,PhD,Intuitive,Medium,Experienced,Executive,Available
Mechanics of Materials,Design-oriented,Yes,Elective,50,Lab,UG,Kinesthetic,Low,Experienced,Delegator,Not Available
Mechatronics,Analytical,Yes,Elective,40,Lab,UG,Global,High,Experienced,Facilitative,Available
Manufacturing Processes,Analytical,No,Core,50,Theoretical,UG,Abstract,High,New,Facilitator,Not Available
Control Systems,Experimental,Yes,Core,40,Theoretical,UG,Sequential,Medium,New,Conservative,Available
Engineering Mechanics,Design-oriented,No,Core,10,Lab,PG,Kinesthetic,High,Intermediate,Indirect Teaching,Not Available
Heat Transfer,Analytical,No,Elective,10,Theoretical,UG,Abstract,Medium,Intermediate,Socratic,Available
Thermodynamics,Design-oriented,Yes,Elective,40,Theoretical,PhD,Sequential,Low,Intermediate,Problem Solving,Not Available
Mechatronics,Experimental,No,Core,10,Lab,PhD,Intuitive,Low,Intermediate,Peer Teaching,Available
Heat Transfer,Experimental,Yes,Core,50,Lab,PG,Active,High,New,Executive,Available
Engineering Mechanics,Experimental,Yes,Core,30,Theoretical,UG,Auditory,Medium,New,Expert,Available
Manufacturing Processes,Design-oriented,Yes,Elective,30,Lab,PhD,Field-Dependent,High,New,Delegator,Available
Mechatronics,Experimental,Yes,Elective,20,Theoretical,PG,Active,Low,New,Socratic,Not Available
Engineering Mechanics,Experimental,No,Core,10,Lab,UG,Intuitive,High,Experienced,Conservative,Available
Mechanics of Materials,Experimental,Yes,Core,40,Theoretical,PG,Reflective,Low,Intermediate,Socratic,Not Available
Engineering Mechanics,Analytical,Yes,Elective,30,Theoretical,PG,Active,High,Intermediate,Discipline-Centered,Available
Machine Design,Experimental,No,Core,30,Lab,PhD,Tactile,Low,Experienced,Liberal,Not Available
Heat Transfer,Experimental,No,Elective,10,Lab,PG,Abstract,Low,New,Global,Not Available
Machine Design,Experimental,No,Core,10,Theoretical,UG,Active,Medium,Experienced,Group Approach,Available
Thermodynamics,Experimental,Yes,Elective,10,Theoretical,UG,Abstract,High,New,Formal Authority,Available
Mechatronics,Experimental,No,Elective,30,Lab,PG,Active,High,New,Didactic,Available
Computer-Aided Design (CAD),Experimental,No,Elective,10,Theoretical,PG,Reflective,High,Experienced,Group Approach,Available
Thermodynamics,Experimental,No,Elective,50,Theoretical,PG,Auditory,Medium,Experienced,Facilitative,Not Available
Mechatronics,Analytical,No,Elective,10,Lab,PG,Global,High,New,Legislative,Not Available
Machine Design,Experimental,Yes,Core,20,Theoretical,PG,Tactile,Medium,Experienced,Group Approach,Not Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,10,Lab,UG,Tactile,High,New,Delegator,Available
Control Systems,Experimental,Yes,Elective,10,Theoretical,PG,Field-Dependent,High,New,Expert,Not Available
Thermodynamics,Experimental,No,Core,40,Lab,UG,Concrete,Low,Experienced,Executive,Not Available
Mechanics of Materials,Analytical,Yes,Core,50,Lab,UG,Sequential,Medium,Experienced,Indirect Teaching,Not Available
Control Systems,Design-oriented,No,Core,40,Lab,PG,Global,High,New,Delegator,Not Available
Fluid Mechanics,Analytical,No,Elective,20,Lab,PG,Impulsive,Low,New,Problem Solving,Available
Mechanics of Materials,Design-oriented,Yes,Elective,40,Lab,PhD,Tactile,High,Intermediate,Student-Centered,Available
Computer-Aided Design (CAD),Analytical,No,Core,30,Lab,UG,Sequential,Low,Experienced,Peer Teaching,Not Available
Machine Design,Experimental,Yes,Core,50,Lab,UG,Field-Dependent,High,Experienced,Personal Model,Not Available
Machine Design,Experimental,Yes,Elective,20,Lab,UG,Reflective,High,New,Formal Authority,Not Available
Fluid Mechanics,Analytical,No,Elective,30,Lab,UG,Abstract,Medium,Intermediate,Executive,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,20,Theoretical,PG,Sequential,Low,New,Delegator,Not Available
Thermodynamics,Design-oriented,No,Core,50,Lab,PG,Impulsive,Medium,New,Didactic,Not Available
Engineering Mechanics,Design-oriented,Yes,Elective,40,Lab,PG,Intuitive,Low,Intermediate,Student-Centered,Available
Heat Transfer,Design-oriented,No,Elective,30,Theoretical,UG,Concrete,Low,Experienced,Local,Available
Heat Transfer,Analytical,Yes,Elective,50,Theoretical,UG,Impulsive,High,New,Formal Authority,Available
Thermodynamics,Experimental,Yes,Elective,10,Theoretical,PhD,Abstract,Low,Experienced,Legislative,Not Available
Engineering Mechanics,Design-oriented,Yes,Elective,20,Lab,UG,Abstract,High,Experienced,Formal Authority,Available
Control Systems,Analytical,Yes,Core,10,Lab,PG,Kinesthetic,High,New,Socratic,Not Available
Engineering Mechanics,Design-oriented,No,Elective,20,Theoretical,PG,Concrete,Medium,Experienced,Teacher-Centered,Not Available
Thermodynamics,Design-oriented,Yes,Elective,30,Theoretical,PG,Sequential,Medium,New,Local,Not Available
Mechatronics,Design-oriented,Yes,Core,20,Theoretical,UG,Sequential,Low,Experienced,Teacher-Centered,Available
Computer-Aided Design (CAD),Experimental,No,Core,30,Lab,PG,Auditory,High,Experienced,Socratic,Available
Engineering Mechanics,Analytical,Yes,Core,30,Lab,UG,Field-Dependent,Low,Intermediate,Formal Authority,Not Available
Mechatronics,Design-oriented,No,Elective,50,Lab,PG,Visual,High,New,Student-Centered,Not Available
Mechanics of Materials,Analytical,No,Core,10,Lab,PhD,Kinesthetic,Low,Intermediate,Direct Teaching,Available
Thermodynamics,Analytical,Yes,Core,30,Theoretical,PG,Concrete,Medium,New,Socratic,Not Available
Mechatronics,Design-oriented,Yes,Core,10,Theoretical,PG,Abstract,High,Experienced,Facilitator,Not Available
Heat Transfer,Design-oriented,No,Elective,10,Lab,PG,Active,Medium,Experienced,Peer Teaching,Not Available
Computer-Aided Design (CAD),Analytical,No,Core,40,Theoretical,PhD,Impulsive,High,New,Teacher-Centered,Not Available
Fluid Mechanics,Analytical,No,Core,10,Theoretical,PG,Sequential,High,Experienced,Executive,Not Available
Mechanics of Materials,Analytical,No,Core,30,Lab,UG,Tactile,Medium,Experienced,Global,Available
Manufacturing Processes,Design-oriented,Yes,Core,30,Theoretical,UG,Abstract,Low,New,Teacher-Centered,Available
Machine Design,Analytical,No,Core,10,Theoretical,UG,Abstract,Low,New,Direct Teaching,Not Available
Thermodynamics,Experimental,No,Elective,40,Theoretical,PG,Auditory,Low,Intermediate,Personal Model,Available
Manufacturing Processes,Analytical,No,Core,10,Lab,PG,Visual,Medium,Intermediate,Direct Teaching,Available
Mechatronics,Experimental,No,Core,50,Lab,PhD,Active,High,Experienced,Group Approach,Available
Heat Transfer,Design-oriented,No,Core,50,Theoretical,UG,Tactile,Low,Experienced,Conservative,Available
Computer-Aided Design (CAD),Design-oriented,Yes,Core,40,Lab,UG,Tactile,High,New,Direct Teaching,Not Available
Control Systems,Analytical,Yes,Core,20,Lab,UG,Abstract,Medium,New,Local,Not Available
Engineering Mechanics,Analytical,Yes,Core,40,Theoretical,PhD,Impulsive,Medium,Experienced,Executive,Not Available
Mechatronics,Design-oriented,Yes,Elective,40,Theoretical,PhD,Intuitive,Medium,Intermediate,Teacher-Centered,Not Available
Manufacturing Processes,Analytical,Yes,Elective,30,Lab,PG,Auditory,High,Intermediate,Global,Not Available
Mechanics of Materials,Experimental,No,Elective,10,Theoretical,UG,Field-Independent,High,New,Liberal,Not Available
Mechatronics,Design-oriented,No,Elective,40,Lab,PG,Tactile,Medium,Experienced,Direct Teaching,Available
Manufacturing Processes,Design-oriented,No,Elective,20,Theoretical,PhD,Reflective,High,Intermediate,Formal Authority,Not Available
Mechanics of Materials,Analytical,No,Core,10,Lab,UG,Active,Medium,New,Global,Available
Control Systems,Experimental,Yes,Core,30,Lab,UG,Tactile,Medium,New,Delegator,Available
Mechanics of Materials,Design-oriented,Yes,Core,40,Lab,PG,Auditory,Medium,Experienced,Teacher-Centered,Not Available
Mechanics of Materials,Design-oriented,Yes,Core,20,Lab,UG,Auditory,Low,New,Direct Teaching,Not Available
Heat Transfer,Experimental,Yes,Elective,20,Theoretical,PhD,Kinesthetic,Low,New,Personal Model,Not Available
Control Systems,Analytical,Yes,Core,40,Lab,UG,Reflective,Low,Intermediate,Teacher-Centered,Available
Control Systems,Experimental,No,Core,20,Theoretical,PhD,Abstract,High,Experienced,Socratic,Available
Engineering Mechanics,Design-oriented,Yes,Core,40,Lab,UG,Abstract,High,New,Student-Centered,Not Available
Engineering Mechanics,Analytical,Yes,Core,10,Theoretical,UG,Visual,Medium,Experienced,Expert,Not Available
Mechanics of Materials,Experimental,Yes,Core,30,Lab,UG,Sequential,Low,Intermediate,Facilitator,Not Available
Machine Design,Design-oriented,No,Core,40,Lab,PG,Concrete,Medium,New,Delegator,Not Available
Mechatronics,Analytical,No,Core,10,Lab,PG,Impulsive,High,Intermediate,Discipline-Centered,Available
Machine Design,Analytical,No,Core,50,Lab,PG,Field-Independent,High,Intermediate,Student-Centered,Available
Heat Transfer,Design-oriented,No,Core,20,Theoretical,PhD,Active,High,Experienced,Liberal,Not Available
Heat Transfer,Design-oriented,Yes,Core,20,Theoretical,PG,Kinesthetic,Medium,Experienced,Teacher-Centered,Available
Fluid Mechanics,Experimental,No,Elective,50,Theoretical,PhD,Concrete,Low,New,Facilitative,Available
Mechanics of Materials,Experimental,No,Core,50,Lab,PhD,Auditory,Medium,New,Personal Model,Available
Control Systems,Design-oriented,Yes,Elective,20,Theoretical,PG,Impulsive,High,New,Facilitative,Not Available
Thermodynamics,Experimental,Yes,Core,30,Lab,UG,Abstract,High,Intermediate,Liberal,Not Available
Mechanics of Materials,Analytical,Yes,Elective,30,Theoretical,PhD,Impulsive,Low,Intermediate,Personal Model,Not Available
Computer-Aided Design (CAD),Experimental,No,Core,20,Lab,PhD,Tactile,Low,Intermediate,Conservative,Not Available
Heat Transfer,Design-oriented,Yes,Elective,50,Lab,PG,Tactile,Medium,New,Conservative,Available
Thermodynamics,Design-oriented,No,Elective,30,Lab,UG,Visual,Medium,Intermediate,Discipline-Centered,Available
Fluid Mechanics,Experimental,No,Elective,10,Theoretical,PhD,Concrete,Medium,Experienced,Discipline-Centered,Available
Mechanics of Materials,Analytical,Yes,Elective,30,Lab,PhD,Global,High,Intermediate,Personal Model,Available
Manufacturing Processes,Design-oriented,No,Core,30,Theoretical,PhD,Reflective,High,New,Judicial,Not Available
Manufacturing Processes,Analytical,No,Elective,30,Theoretical,UG,Intuitive,Medium,New,Student-Centered,Available
Manufacturing Processes,Analytical,No,Core,50,Lab,PhD,Sequential,High,New,Judicial,Not Available
Manufacturing Processes,Design-oriented,No,Core,30,Lab,UG,Visual,Medium,Intermediate,Discipline-Centered,Not Available
Heat Transfer,Experimental,Yes,Core,50,Theoretical,PG,Reflective,Medium,Intermediate,Formal Authority,Not Available
Thermodynamics,Experimental,Yes,Elective,30,Theoretical,PG,Impulsive,Medium,New,Global,Not Available
Heat Transfer,Analytical,Yes,Core,30,Lab,UG,Field-Independent,High,Intermediate,Executive,Available
Machine Design,Analytical,No,Elective,40,Lab,PG,Intuitive,High,Experienced,Judicial,Not Available
Engineering Mechanics,Design-oriented,Yes,Elective,50,Lab,PG,Concrete,Low,New,Delegator,Not Available
Fluid Mechanics,Experimental,Yes,Core,30,Theoretical,PG,Sequential,Medium,Intermediate,Socratic,Not Available
Fluid Mechanics,Analytical,No,Elective,30,Lab,PG,Auditory,Medium,New,Group Approach,Available
Machine Design,Design-oriented,No,Core,50,Lab,PhD,Intuitive,High,Intermediate,Delegator,Available
Control Systems,Analytical,No,Elective,40,Lab,UG,Global,Low,Intermediate,Problem Solving,Not Available
Thermodynamics,Analytical,Yes,Core,30,Theoretical,PhD,Abstract,Low,Experienced,Conservative,Available
Computer-Aided Design (CAD),Analytical,No,Elective,10,Lab,PG,Intuitive,High,Experienced,Peer Teaching,Available
Heat Transfer,Design-oriented,No,Core,20,Theoretical,PG,Intuitive,Low,New,Peer Teaching,Available
Mechatronics,Experimental,Yes,Core,40,Lab,PG,Sequential,Medium,Intermediate,Executive,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,30,Lab,PhD,Sequential,Low,Experienced,Didactic,Not Available
Control Systems,Experimental,Yes,Elective,30,Lab,PhD,Visual,Medium,New,Global,Available
Engineering Mechanics,Analytical,No,Elective,50,Lab,PhD,Concrete,Low,New,Facilitator,Not Available
Mechanics of Materials,Experimental,No,Core,40,Lab,PhD,Field-Dependent,Low,New,Group Approach,Available
Mechanics of Materials,Analytical,No,Elective,30,Lab,PhD,Field-Dependent,Low,New,Personal Model,Available
Control Systems,Design-oriented,No,Elective,30,Theoretical,PG,Field-Dependent,Medium,New,Indirect Teaching,Not Available
Fluid Mechanics,Design-oriented,Yes,Core,30,Theoretical,PG,Field-Dependent,Low,Intermediate,Discipline-Centered,Available
Heat Transfer,Design-oriented,No,Elective,30,Theoretical,PG,Visual,High,Intermediate,Indirect Teaching,Not Available
Mechanics of Materials,Experimental,No,Core,40,Lab,UG,Field-Dependent,Low,Experienced,Local,Available
Mechanics of Materials,Experimental,Yes,Elective,40,Lab,PhD,Concrete,Medium,New,Group Approach,Not Available
Thermodynamics,Experimental,Yes,Core,10,Theoretical,UG,Field-Dependent,Low,Experienced,Indirect Teaching,Available
Manufacturing Processes,Design-oriented,No,Core,50,Lab,PhD,Kinesthetic,Medium,New,Group Approach,Not Available
Engineering Mechanics,Experimental,Yes,Core,20,Theoretical,PhD,Sequential,Medium,Intermediate,Formal Authority,Available
Heat Transfer,Design-oriented,No,Core,10,Theoretical,PG,Sequential,Low,New,Local,Not Available
Heat Transfer,Analytical,No,Elective,20,Theoretical,PhD,Abstract,Low,Experienced,Delegator,Available
Mechatronics,Experimental,Yes,Core,50,Theoretical,PG,Visual,High,Experienced,Personal Model,Not Available
Fluid Mechanics,Analytical,Yes,Core,10,Theoretical,UG,Field-Independent,Low,Experienced,Direct Teaching,Not Available
Control Systems,Experimental,Yes,Core,30,Theoretical,PhD,Sequential,High,New,Socratic,Available
Mechatronics,Design-oriented,No,Core,30,Lab,UG,Impulsive,Low,New,Global,Not Available
Mechanics of Materials,Design-oriented,No,Core,50,Lab,PhD,Field-Independent,Low,Intermediate,Formal Authority,Available
Computer-Aided Design (CAD),Experimental,No,Core,50,Theoretical,PhD,Auditory,Low,New,Delegator,Not Available
Thermodynamics,Analytical,Yes,Core,50,Theoretical,UG,Sequential,Low,New,Indirect Teaching,Not Available
Mechanics of Materials,Analytical,Yes,Core,30,Lab,UG,Global,High,New,Conservative,Not Available
